timestamp,millis,AccX.AccY,AccZ,GyroX,GyroY,GyroZ
1703067823,8340,0.3,0.3,0.3,0.3,-0.3
1703067823,8356,0.3,0.3,0.3,0.3,-0.3
1703067823,8371,0.3,0.3,0.3,0.3,-0.3
1703067823,8386,0.3,0.3,0.3,0.3,-0.3
1703067823,8401,0.3,0.3,0.3,0.3,-0.3
1703067823,8415,0.3,0.3,0.3,0.3,-0.3
1703067823,8430,0.3,0.3,0.3,0.3,-0.3
1703067823,8445,0.3,0.3,0.3,0.3,-0.3
1703067823,8459,0.3,0.3,0.3,0.3,-0.3
1703067823,8479,0.3,0.3,0.3,0.3,-0.3
1703067823,8494,0.3,0.3,0.3,0.3,-0.3
1703067823,8512,0.3,0.3,0.3,0.3,-0.3
1703067823,8527,0.3,0.3,0.3,0.3,-0.3
1703067823,8542,0.3,0.3,0.3,0.3,-0.3
1703067823,8556,0.3,0.3,0.3,0.3,-0.3
1703067823,8570,0.3,0.3,0.3,0.3,-0.3
1703067823,8582,0.3,0.3,0.3,0.3,-0.3
1703067823,8594,0.3,0.3,0.3,0.3,-0.3
1703067823,8607,0.3,0.3,0.3,0.3,-0.3
1703067823,8619,0.3,0.3,0.3,0.3,-0.3
1703067823,8631,0.3,0.3,0.3,0.3,-0.3
1703067823,8644,0.3,0.3,0.3,0.3,-0.3
1703067823,8656,0.3,0.3,0.3,0.3,-0.3
1703067823,8671,0.3,0.3,0.3,0.3,-0.3
1703067823,8683,0.3,0.3,0.3,0.3,-0.3
1703067823,8695,0.3,0.3,0.3,0.3,-0.3
1703067823,8708,0.3,0.3,0.3,0.3,-0.3
1703067823,8720,0.3,0.3,0.3,0.3,-0.3
1703067823,8732,0.3,0.3,0.3,0.3,-0.3
1703067823,8744,0.3,0.3,0.3,0.3,-0.3
1703067823,8757,0.3,0.3,0.3,0.3,-0.3
1703067823,8769,0.3,0.3,0.3,0.3,-0.3
1703067823,8781,0.3,0.3,0.3,0.3,-0.3
1703067823,8793,0.3,0.3,0.3,0.3,-0.3
1703067823,8808,0.3,0.3,0.3,0.3,-0.3
1703067823,8821,0.3,0.3,0.3,0.3,-0.3
1703067823,8833,0.3,0.3,0.3,0.3,-0.3
1703067823,8845,0.3,0.3,0.3,0.3,-0.3
1703067823,8857,0.3,0.3,0.3,0.3,-0.3
1703067823,8870,0.3,0.3,0.3,0.3,-0.3
1703067823,8882,0.3,0.3,0.3,0.3,-0.3
1703067823,8894,0.3,0.3,0.3,0.3,-0.3
1703067823,8907,0.3,0.3,0.3,0.3,-0.3
1703067823,8919,0.3,0.3,0.3,0.3,-0.3
1703067823,8931,0.3,0.3,0.3,0.3,-0.3
1703067823,8943,0.3,0.3,0.3,0.3,-0.3
1703067823,8954,0.3,0.3,0.3,0.3,-0.3
1703067823,8966,0.3,0.3,0.3,0.3,-0.3
1703067823,8979,0.3,0.3,0.3,0.3,-0.3
1703067823,8991,0.3,0.3,0.3,0.3,-0.3
1703067823,9003,0.3,0.3,0.3,0.3,-0.3
1703067823,9015,0.3,0.3,0.3,0.3,-0.3
1703067823,9028,0.3,0.3,0.3,0.3,-0.3
1703067823,9040,0.3,0.3,0.3,0.3,-0.3
1703067823,9052,0.3,0.3,0.3,0.3,-0.3
1703067823,9064,0.3,0.3,0.3,0.3,-0.3
1703067823,9077,0.3,0.3,0.3,0.3,-0.3
1703067823,9092,0.3,0.3,0.3,0.3,-0.3
1703067823,9104,0.3,0.3,0.3,0.3,-0.3
1703067823,9116,0.3,0.3,0.3,0.3,-0.3
1703067823,9128,0.3,0.3,0.3,0.3,-0.3
1703067823,9141,0.3,0.3,0.3,0.3,-0.3
1703067823,9153,0.3,0.3,0.3,0.3,-0.3
1703067823,9165,0.3,0.3,0.3,0.3,-0.3
1703067823,9178,0.3,0.3,0.3,0.3,-0.3
1703067823,9190,0.3,0.3,0.3,0.3,-0.3
1703067823,9202,0.3,0.3,0.3,0.3,-0.3
1703067823,9214,0.3,0.3,0.3,0.3,-0.3
1703067823,9229,0.3,0.3,0.3,0.3,-0.3
1703067823,9241,0.3,0.3,0.3,0.3,-0.3
1703067823,9254,0.3,0.3,0.3,0.3,-0.3
1703067823,9266,0.3,0.3,0.3,0.3,-0.3
1703067823,9278,0.3,0.3,0.3,0.3,-0.3
1703067823,9291,0.3,0.3,0.3,0.3,-0.3
1703067823,9303,0.3,0.3,0.3,0.3,-0.3
1703067823,9315,0.3,0.3,0.3,0.3,-0.3
1703067823,9327,0.3,0.3,0.3,0.3,-0.3
1703067824,9340,0.3,0.3,0.3,0.3,-0.3
1703067824,9352,0.3,0.3,0.3,0.3,-0.3
1703067824,9367,0.3,0.3,0.3,0.3,-0.3
1703067824,9379,0.3,0.3,0.3,0.3,-0.3
1703067824,9391,0.3,0.3,0.3,0.3,-0.3
1703067824,9403,0.3,0.3,0.3,0.3,-0.3
1703067824,9416,0.3,0.3,0.3,0.3,-0.3
1703067824,9428,0.3,0.3,0.3,0.3,-0.3
1703067824,9440,0.3,0.3,0.3,0.3,-0.3
1703067824,9452,0.3,0.3,0.3,0.3,-0.3
1703067824,9464,0.3,0.3,0.3,0.3,-0.3
1703067824,9477,0.3,0.3,0.3,0.3,-0.3
1703067824,9489,0.3,0.3,0.3,0.3,-0.3
1703067824,9501,0.3,0.3,0.3,0.3,-0.3
1703067824,9516,0.3,0.3,0.3,0.3,-0.3
1703067824,9528,0.3,0.3,0.3,0.3,-0.3
1703067824,9541,0.3,0.3,0.3,0.3,-0.3
1703067824,9553,0.3,0.3,0.3,0.3,-0.3
1703067824,9566,0.3,0.3,0.3,0.3,-0.3
1703067824,9578,0.3,0.3,0.3,0.3,-0.3
1703067824,9591,0.3,0.3,0.3,0.3,-0.3
1703067824,9603,0.3,0.3,0.3,0.3,-0.3
1703067824,9616,0.3,0.3,0.3,0.3,-0.3
1703067824,9628,0.3,0.3,0.3,0.3,-0.3
1703067824,9641,0.3,0.3,0.3,0.3,-0.3
1703067824,9656,0.3,0.3,0.3,0.3,-0.3
1703067824,9668,0.3,0.3,0.3,0.3,-0.3
1703067824,9681,0.3,0.3,0.3,0.3,-0.3
1703067824,9693,0.3,0.3,0.3,0.3,-0.3
1703067824,9706,0.3,0.3,0.3,0.3,-0.3
1703067824,9718,0.3,0.3,0.3,0.3,-0.3
1703067824,9731,0.3,0.3,0.3,0.3,-0.3
1703067824,9743,0.3,0.3,0.3,0.3,-0.3
1703067824,9756,0.3,0.3,0.3,0.3,-0.3
1703067824,9768,0.3,0.3,0.3,0.3,-0.3
1703067824,9781,0.3,0.3,0.3,0.3,-0.3
1703067824,9796,0.3,0.3,0.3,0.3,-0.3
1703067824,9809,0.3,0.3,0.3,0.3,-0.3
1703067824,9821,0.3,0.3,0.3,0.3,-0.3
1703067824,9834,0.3,0.3,0.3,0.3,-0.3
1703067824,9846,0.3,0.3,0.3,0.3,-0.3
1703067824,9859,0.3,0.3,0.3,0.3,-0.3
1703067824,9871,0.3,0.3,0.3,0.3,-0.3
1703067824,9884,0.3,0.3,0.3,0.3,-0.3
1703067824,9897,0.3,0.3,0.3,0.3,-0.3
1703067824,9909,0.3,0.3,0.3,0.3,-0.3
1703067824,9922,0.3,0.3,0.3,0.3,-0.3
1703067824,9934,0.3,0.3,0.3,0.3,-0.3
1703067824,9949,0.3,0.3,0.3,0.3,-0.3
1703067824,9962,0.3,0.3,0.3,0.3,-0.3
1703067824,9974,0.3,0.3,0.3,0.3,-0.3
1703067824,9987,0.3,0.3,0.3,0.3,-0.3
1703067824,9999,0.3,0.3,0.3,0.3,-0.3
1703067824,10012,0.3,0.3,0.3,0.3,-0.3
1703067824,10025,0.3,0.3,0.3,0.3,-0.3
1703067824,10037,0.3,0.3,0.3,0.3,-0.3
1703067824,10050,0.3,0.3,0.3,0.3,-0.3
1703067824,10062,0.3,0.3,0.3,0.3,-0.3
1703067824,10075,0.3,0.3,0.3,0.3,-0.3
1703067824,10090,0.3,0.3,0.3,0.3,-0.3
1703067824,10102,0.3,0.3,0.3,0.3,-0.3
1703067824,10115,0.3,0.3,0.3,0.3,-0.3
1703067824,10128,0.3,0.3,0.3,0.3,-0.3
1703067824,10140,0.3,0.3,0.3,0.3,-0.3
1703067824,10153,0.3,0.3,0.3,0.3,-0.3
1703067824,10165,0.3,0.3,0.3,0.3,-0.3
1703067824,10178,0.3,0.3,0.3,0.3,-0.3
1703067824,10190,0.3,0.3,0.3,0.3,-0.3
1703067824,10203,0.3,0.3,0.3,0.3,-0.3
1703067824,10215,0.3,0.3,0.3,0.3,-0.3
1703067824,10231,0.3,0.3,0.3,0.3,-0.3
1703067824,10243,0.3,0.3,0.3,0.3,-0.3
1703067824,10256,0.3,0.3,0.3,0.3,-0.3
1703067824,10268,0.3,0.3,0.3,0.3,-0.3
1703067824,10281,0.3,0.3,0.3,0.3,-0.3
1703067824,10293,0.3,0.3,0.3,0.3,-0.3
1703067824,10306,0.3,0.3,0.3,0.3,-0.3
1703067824,10318,0.3,0.3,0.3,0.3,-0.3
1703067824,10331,0.3,0.3,0.3,0.3,-0.3
1703067825,10344,0.3,0.3,0.3,0.3,-0.3
1703067825,10356,0.3,0.3,0.3,0.3,-0.3
1703067825,10371,0.3,0.3,0.3,0.3,-0.3
1703067825,10384,0.3,0.3,0.3,0.3,-0.3
1703067825,10397,0.3,0.3,0.3,0.3,-0.3
1703067825,10409,0.3,0.3,0.3,0.3,-0.3
1703067825,10422,0.3,0.3,0.3,0.3,-0.3
1703067825,10435,0.3,0.3,0.3,0.3,-0.3
1703067825,10447,0.3,0.3,0.3,0.3,-0.3
1703067825,10460,0.3,0.3,0.3,0.3,-0.3
1703067825,10472,0.3,0.3,0.3,0.3,-0.3
1703067825,10485,0.3,0.3,0.3,0.3,-0.3
1703067825,10497,0.3,0.3,0.3,0.3,-0.3
1703067825,10513,0.3,0.3,0.3,0.3,-0.3
1703067825,10525,0.3,0.3,0.3,0.3,-0.3
1703067825,10537,0.3,0.3,0.3,0.3,-0.3
1703067825,10550,0.3,0.3,0.3,0.3,-0.3
1703067825,10562,0.3,0.3,0.3,0.3,-0.3
1703067825,10575,0.3,0.3,0.3,0.3,-0.3
1703067825,10587,0.3,0.3,0.3,0.3,-0.3
1703067825,10600,0.3,0.3,0.3,0.3,-0.3
1703067825,10612,0.3,0.3,0.3,0.3,-0.3
1703067825,10625,0.3,0.3,0.3,0.3,-0.3
1703067825,10637,0.3,0.3,0.3,0.3,-0.3
1703067825,10661,0.3,0.3,0.3,0.3,-0.3
1703067825,10677,0.3,0.3,0.3,0.3,-0.3
1703067825,10692,0.3,0.3,0.3,0.3,-0.3
1703067825,10707,0.3,0.3,0.3,0.3,-0.3
1703067825,10722,0.3,0.3,0.3,0.3,-0.3
1703067825,10737,0.3,0.3,0.3,0.3,-0.3
1703067825,10752,0.3,0.3,0.3,0.3,-0.3
1703067825,10767,0.3,0.3,0.3,0.3,-0.3
1703067825,10782,0.3,0.3,0.3,0.3,-0.3
1703067825,10797,0.3,0.3,0.3,0.3,-0.3
1703067825,10812,0.3,0.3,0.3,0.3,-0.3
1703067825,10829,0.3,0.3,0.3,0.3,-0.3
1703067825,10844,0.3,0.3,0.3,0.3,-0.3
1703067825,10859,0.3,0.3,0.3,0.3,-0.3
1703067825,10874,0.3,0.3,0.3,0.3,-0.3
1703067825,10889,0.3,0.3,0.3,0.3,-0.3
1703067825,10904,0.3,0.3,0.3,0.3,-0.3
1703067825,10919,0.3,0.3,0.3,0.3,-0.3
1703067825,10934,0.3,0.3,0.3,0.3,-0.3
1703067825,10949,0.3,0.3,0.3,0.3,-0.3
1703067825,10964,0.3,0.3,0.3,0.3,-0.3
1703067825,10979,0.3,0.3,0.3,0.3,-0.3
1703067825,10994,0.3,0.3,0.3,0.3,-0.3
1703067825,11012,0.3,0.3,0.3,0.3,-0.3
1703067825,11027,0.3,0.3,0.3,0.3,-0.3
1703067825,11042,0.3,0.3,0.3,0.3,-0.3
1703067825,11057,0.3,0.3,0.3,0.3,-0.3
1703067825,11072,0.3,0.3,0.3,0.3,-0.3
